Ped,Bike,Bike Loop,School Area,1st St,E 2nd St,5th St,8th St,B St,F St,J St N,North Sycamore,North Anderson,North Anderson,East Covell,Olive Drive,Pole Line,West Russell,Russell,Downtown,University Rice,Old North,Old East,A St,DATE,TIME,REPORT,STREET 1,STREET 2,DISTANCE,DIRECTION,PRIMARY CAUSE,COLLISION TYPE,INJURY,Bike,5 Year Bike,5 Year  Ped,Ped,FATAL,TYPE OF COLLISION,VEHICLE 1,VEHICLE 2,INVOLVED WITH,OBJECT HIT,PEDESTRIAN ACTION,TRAFFIC CONTROL DEVICES,NOTES
,,,,,,,,,,,,,,,,,,,,,,,,12/18/2007,702,07-06769,RICHARDS BLVD,,5 FEET WEST OF RESEARCH PARK DRIVE,,22350,rear end,1,,,,,,,,,Other Motor Vehicle,,No Pedestrians Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,12/20/2007,241,07-06812,5TH STREET,CANTRILL DR,,,23152,head on,,,,,,,,,,Fixed Object,LIGHT POLE,No Pedestrians Involved,,
,,,,,,1,,,,,,,,,,,,,,,,1,,12/20/2007,1250,07-06815,L ST,,50 FEET NORTH OF 5TH ST,,23152(A),rear end,2,,,,,,,,,Other Motor Vehicle,,No Pedestrians Involved,,
,,,,,,,,,1,,,,,,,,,,1,,,,,12/20/2007,620,07-06854,F STREET,4TH STREET,,,,other,,,,,,,BACKING,,,Other Motor Vehicle,,No Pedestrians Involved,,BACKING
,,,,,,,,,,,,,,,,,,,,,,,,12/23/2007,1030,07-06867,ORANGE LN,,200 FEET NORTH OF VILLANOVA DRIVE,,,other,,,,,,,UNKNOWN,,,Parked Motor Vehicle,,No Pedestrians Involved,,
,,,,1,,,,,,,,,,,,,,,1,,,,,12/27/2007,1230,07-06909,E STREET,,300 FEET SOUTH OF FIRST STREET,,22350,side swipe,,,,,,,,,,Other Motor Vehicle,,No Pedestrians Involved,,
,,,,,,,,,,,,,,,,1,,,,,,,,12/27/2007,1729,07-06912,FIFTH ST,,30 FEET WEST OF POLELINE RD,,22350,head on,1,,,,,,,,,Fixed Object,CURB,No Pedestrians Involved,,
,,,,,,,,,,,,,,,,1,,,,,,,,1/1/2008,228,08-00005,POLE LINE RD,,100 FEET NORTH OF HALSEY CIRCLE,,23152 CVC,Hit object,,,,,,,,,,Fixed object,TREE,No pedestrians involved,No controls present/factor,
,,,1,,,,,,1,,,,,,,,,,,,,,,1/1/2008,0,08-00011,F STREET,,400 FEET NORTH OF 14TH ST,,22106,Other,,,,,,,BACKING,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,1,,,,,,,,,,,,1,,,1/1/2008,1326,08-00012,F STREET,6TH STREET,,,22103,Sideswipe,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,1,,,,,,,,,,,,,,,,,1,,1/2/2008,2155,08-00038,L ST,2ND ST,,,22350,Broadside,2,,,,,,,,,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,1/3/2008,100,08-00040,MOORE BLVD,,156 FEET EAST OF WRIGHT BLVD,,22350 VC,Head-on,,,,,,,,,,Fixed object,STREET SIGN,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,1,,,,,12/10/2007,1145,08-00049,310 E STREET LOT,,,,,side swipe,,,,,,,,,,Parked Motor Vehicle,,No Pedestrians Involved,,UNSAFE TURN
,,,,,,,,,,,,,,,,,,,,,,,,1/4/2008,1234,08-00067,W COVELL BLVD,,12 FEET EAST OF N/B ON RAMP HWY 113,,22350 VC,Rear end,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,1/4/2008,1644,08-00071,COWELL BLVD,,1302 FEET WEST OF DRUMMOND AVE,,22107 VC,Broadside,2,,,,,,,,,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,1,,,,,,,,,,,1,1,,,,1/5/2008,1900,08-00081,B ST,,25 FEET NORTH OF 3RD ST,,21453(A) VC,Rear end,1,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,1,1,,,,,,,,,,,,,,,1,1/5/2008,1000,08-00090,E 8TH ST,B ST,,,21800(d)(1) VC,Hit object,,,,,,,,,,Fixed object,BIKE SIGNAL POLE,No pedestrians involved,Controls functioning,
,,,,,,1,,,1,,,,,,,,,,1,,1,,,1/4/2008,2002000,08-00093,F ST AND 5TH ST,,,,,Broadside,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls not functioning,
,,,,,,,,,,,,,,,,,,,,,,,,1/7/2008,1600,08-00100,4811 CHILES RD,,,,,Rear end,,,,,,,,,,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,1/7/2008,1850,08-00103,COVELL BLVD,,251 FEET WEST OF ANDERSON RD,,22350 VC,Rear end,1,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,1,,,,,,,,,,,,,1,,,,,1/7/2007,2133,08-00105,5TH ST,,12 FEET NORTH OF 5TH ST,,22350 VC,hit object,,,,,,,,,,Other Object,CURB/STREET SIGN,No Pedestrians Involved,,
,,,,,,,,,,,,,,,,1,,,,,,,,1/8/2008,1214,08-00108,POLE LINE RD,PICASSO AVE,,,21802(A) VC,Broadside,1,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,1/8/2008,2011,08-00115,DREW AVE,,601 FEET SOUTH OF COWELL BLVD,,22350 CV,Sideswipe,,,,,,,,,,Fixed object,"CURB, TREE",No pedestrians involved,No controls present/factor,
,1,1,,,,,,,,,,,,,,,,,,,,,,1/9/2008,1158,08-00119,RESEARCH PARK DR,,10 FEET WEST OF DA VINCI CT,,21800(B)(1) VC,Other,1,1.0,,,,,VEHICLE VS. BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,1,,,,,,,,,1,,,,,,,,1/9/2008,1747,08-00132,E 8TH ST,,50 FEET WEST OF POLELINE RD,,21804(A) VC,Broadside,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,1,,,,,,,,,,,1/9/2008,2336,08-00135,805 RUSSELL BLVD,,,,,Broadside,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,PRIVATE PROPERTY
,,,,,,,,,,,,,,1,,,,,,,,,,1/14/2008,742,08-00217,E COVELL BLVD,WRIGHT BLVD,,,21453(C) VC,Broadside,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,1,,,,,,,,,,,1,,,,,,,,,,1/15/2008,325,08-00232,COVELL BLVD,ALHAMBRA DR,,,23152 VC,Head-on,1,,,,,,,,,Other object,DITCH,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,1/15/2008,0,08-00236,5TH ST,,50 FEET EAST OF CANTRILL DR,,,Hit object,,,,,,,,,,Fixed object,HYDRANT,No pedestrians involved,Controls functioning,
,1,,,,,,1,,,,,,,,,,,,,,,,,1/16/2008,1050,08-00263,OAK BLVD,W 8TH ST,,,21801(A) VC ,Other,1,1.0,,,,,AUTO VS BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,1,,,,,,,,1/17/2008,142,08-00280,POLE LINE RD,,.2 MILES SOUTH OF 5TH ST,,23152(A)/(B) VC,Hit object,1,,,,,,,,,Fixed object,CENTER DIVIDER,No pedestrians involved,Controls functioning,
,,1,1,,,,,,,,,,,,,,,,,,,,,1/17/2008,1227,08-00289,W 14TH ST,,130 FEET EAST OF OAK AVE,,22350 VC,Rear end,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,1/17/2008,1315,08-00290,D ST,,80 FEET SOUTH OF 2ND ST,,22107 VC,Sideswipe,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,,,1/18/2008,805,08-00310,OHLONE,KOSO ST,,,,Other,1,1.0,,,,,SOLO BIKE,,,Non-collision,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,1/17/2008,1900,08-00332,FORTUNA CT,,40 FEET NORTH OF ALVARADO AVE,,,Sideswipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,1/20/2007,945,08-00344,MACE BLVD,,5 FEET SOUTH OF CHILES RD,,22350 VC,rear end,1,,,,,,,,,Other Motor Vehicle,,No Pedestrians Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,1/18/2008,0,08-00346,HUBBLE ST,,115 FEET SOUTH OF BERMUDA AVE,,,Rear end,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,1/20/2008,1537,08-00349,PORTAGE BAY WEST,,130 FEET EAST OF LAKE BLVD,,22107 CV,Head-on,1,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,1,,,,,,,,,,,,1/20/2008,1645,08-00350,FLICKER AVE,ANDERSON RD,,,,Other,1,1.0,,,,,AUTO VS. BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,1/21/2008,858,08-00360,RICHARDS BLVD,,130 FEET NORTH OF EB I-80 ON/OFF RAMP,,22107 VC,Hit object,,,,,,,,,,Fixed object,STREET LAMP POLE,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,,,1/21/2008,1045,08-00361,MACE BLVD,EL MACERO DR,,,22350 VC,Other,1,1.0,,,,,SOLO BIKE,,,Fixed object,PAVEMENT,No pedestrians involved,Controls functioning,
,,,,,,,,,,1,,,,1,,,,,,,,,,1/23/2008,20,08-00382,COVELL BLVD,,33 FEET WEST OF J ST,,23152(A) VC,Hit object,1,,,,,,,,,Fixed object,CURB/MEDIAN,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,1,,,,,,,,,,,1/23/2008,848,08-00383,ANDERSON RD,,150 FEET SOUTH OF COVELL,,21208 (B) VC,Other,1,1.0,,,,,AUTO VS. BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,1/23/2008,1425,08-00392,HUMBOLT,ARTHUR ST,,,22107 VC,Hit object,,,,,,,,,,Fixed object,STOP SIGN,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,1/23/2008,1930,08-00398,COVELL BLVD,SHASTA DR,,,21800(D)(1) VC,Broadside,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls not functioning,
,,,,,1,,,,,,,,,,,,,,,,,,,1/24/2008,157,08-00405,2ND ST,L ST,,,23152(A) VC ,Hit object,,,,,,,,,,Fixed object,CURB,No pedestrians involved,No controls present/factor,
,,,,,1,,,,,,,,,,,,,,,,,,,1/24/2008,416,08-00406,2ND ST,,727 FEET EAST OF L ST,,23152 VC,Hit object,,,,,,,,,,Fixed object,CURB,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,1,,,,,,,,,,1/23/2008,1804,08-00409,COVELL BLVD,,300 FEET WEST OF POLE LINE RD,,21804(A) VC,Broadside,1,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,1/24/2008,1250,08-00411,W COVELL BLVD,SR 113 NB ON RAMP,,,22350 VC,Rear end,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,1/26/2008,220,08-00436,INTERSTATE 80 WB,,"3 MILES WEST OF WEST CAPITOL AVE, WEST SACRAMENTO",,23152(a) (b) VC,Rear end,,,,,,,,,,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,1/26/2008,400,08-00437,RICHARDS BLVD,RESEARCH PARK DR,,,23152,Head-on,,,,,,,,,,Fixed object,MEDIAN,No pedestrians involved,Controls functioning,
,,,,,,1,,,,,,,,,,,,,1,,,,,1/26/2008,1555,08-00449,G ST,,90 FEET SOUTH OF FIFTH ST,,23152(A) VC,Sideswipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,1/27/2008,952,08-00457,WEST COVELL BLVD.,,108 FEET WEST OF JOHN JONES RD,,,Rear end,1,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,1,,,,,,,,,,,,,,,,,,,,,1/27/2008,1455,08-00465,CHAPMAN PL,,72 FEET WEST OF BIRCH LANE,,22350 VC,Sideswipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
1,,,,,,,,1,,,,,,,,,,,1,1,,,,1/30/2008,2014,08-00511,3RD ST,B ST,,,21950(A) VC,Vehicle/pedestrian,1,,,,1.0,,,,,Non-collision,,Crossing in crosswalk-at intersection,Controls functioning,
,,,,,,,,,,,,,,,,1,,,,,,,,1/31/2008,1258,08-00523,POLELINE RD,,300 FEET SOUTH OF 5TH ST,,22350 vc,Hit object,,,,,,,,,,Fixed object,METAL POLES,No pedestrians involved,Controls functioning,
,,,,,,1,,,1,,,,,,,,,,1,1,,,,1/31/2008,2110,08-00535,F STREET,5TH ST,,,21801 (A) VC,Head-on,2,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,1,,,,,,1,,,,,1,,,,,,,,,,2/1/2008,1544,08-00556,F STREET,,216 FEET SOUTH OF COVELL BLVD,,218049(A),Other,1,1.0,,,,,HIT BICYCLE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,1,,,,,,,,,,1,,,,,,,,,,,2/2/2008,208,08-00568,ANDERSON RD,,234 FEET NORTH OF WEST 8TH ST,,23152 ,Head-on,1,,,,,,,,,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,1,,,,,,,,,,,,,,,,,,,,,2/2/2008,2125,08-00587,OAK AVE,COVELL BLVD,,,23152(a) vc,Hit object,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,1,,,,,,,,,,,,,,,,,2/3/2008,420,08-00591,E 8TH ST,,78 FEET EAST OF D ST,,23152 (A) VC,Hit object,,,,,,,,,,Fixed object,"CURB, SIGN POSTS, TREE",No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,1,,,,,2/3/2008,1755,08-00595,G ST,,30 FEET SOUTH OF 3RD ST,,22106 VC,Sideswipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,Controls functioning,
1,,,,,,,,,,,1,,,,,,,,,,,,,2/6/2008,2141,08-00643,SYCAMORE LN,ALVARADO AVE,,,21950(A) CVC,Vehicle/pedestrian,1,,,,1.0,,,,,Pedestrian,,Crossing in crosswalk-at intersection,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,2/7/2008,827,08-00647,COVELL BL,,617 FEET EAST OF F ST,,22350 VC ,Rear end,3,,,,,,,,,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,2/10/2008,1023,08-00714,5TH STREET,,88 FEET EAST OF TRINITA TER,,22350 VC,Hit object,1,,,,,,,,,Fixed object,TREE,No pedestrians involved,Controls functioning,
1,,,,,,,,,,,,,,,,,,,,,,,,2/7/2008,1800,08-00750,OHLONE ST,KOSO ST,,,21950 (A) VC,Vehicle/pedestrian,1,,,,1.0,,,,,Pedestrian,,Crossing in crosswalk-at intersection,No controls present/factor,
,1,,,,,,1,,,,,,,,,,,,,,,,,2/14/2008,1909,08-00789,D ST,8TH ST,,,21801(A) VC,Broadside,1,1.0,,,,,,,,Bicycle,,No pedestrians involved,No controls present/factor,
,1,,,,,,,,,,,,,,,,,,,,,,,2/15/2008,822,08-00823,ARLINGTON,CABOT ST,,,21802(A) VC,Other,1,1.0,,,,,AUTO VS BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,1,,,,,,,2/14/2008,1150,08-00828,RUSSELL BLVD,HOWARD WAY,,,,Other,1,1.0,,,,,VEHICLE VS. BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,1,,,,,,,,,,,,,,,,,2/15/2008,1700,08-00833,EAST EIGHTH ST,,50 FEET WEST OF CHESTNUT LANE,,21208(B) VC,Other,1,1.0,,,,,AUTO VS. BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,2/15/2008,1656,08-00834,FIFTH ST,,53 FEET EAST OF EASTERN DRIVEWAY OF 3100 5TH ST,,23152(a)/(b) VC,Hit object,,,,,,,,,,Fixed object,POLE/SIGN,No pedestrians involved,No controls present/factor,
,1,,,,,,1,,,,,,,,,,,,,,,,,2/18/2008,1337,08-00873,E 8TH ST,HUNT WAY,,,22103,Other,1,1.0,,,,,AUTO VS. BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,1,,,,,,,,,,,,,1,,1,,,2/15/2008,1800,08-00891,5TH ST,,20 FEET WEST OF C ST,,,Hit object,,,,,,,,,,Fixed object,SIGN,No pedestrians involved,No controls present/factor,
,,,,,,1,,,,,,,,,,,,,1,,1,,,2/19/2008,1808,08-00898,E ST,5TH ST,,,21802 (A) VC,Sideswipe,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,1,,,,,,,,,,,,,,,,,2/20/2008,1907,08-00921,DOUGLASS,W 8TH ST,,,21801(A) VC,Other,1,1.0,,,,,AUTO VS. BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,2/16/2008,1930,08-00926,COVELL BLVD,,20 FEET WEST OF SR 113,,22350 VC,Rear end,1,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,1,,2/21/2008,1804,08-00945,THIRD ST,I ST,,,22350 CV,Other,2,2.0,,,,,MOTORCYCLE VS. BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,2/21/2008,1908,08-00946,PORTAGE BAY EAST,,350 FEET WEST OF HUDSON ST,,23152(A) CVC,Sideswipe,1,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,2/21/2008,2325,08-00948,COWELL BLVD,,20 FEET EAST OF VALDORA ST,,21750 VC,Sideswipe,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,2/22/2008,240,08-00950,CHILES RD,,25 FEET WEST OF MACE BLVD,,23152 VC,Head-on,,,,,,,,,,Fixed object,RAISED CEMENT & METAL POLE,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,2/22/2008,1900,08-00967,RUSSELL BL,HOWARD WY,,,22350 vc,Rear end,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,1,,,,,,,,,,1,,,,,2/23/2008,1250,08-00975,340 F ST,,,,,Sideswipe,,,,,,,,,,Parked motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,1,,,,,,,,,,,,,,,,,1,,2/24/2008,104,08-00977,L ST,SECOND ST,,,23152(A) CV,Hit object,,,,,,,,,,Fixed object,RR TRACKS,No pedestrians involved,No controls present/factor,
,,,,,1,,,,,,,,,,,,,,,,,,,2/27/2008,1330,08-01023,2ND ST,,1200 FEET EAST OF FARADAY AVE WEST,,22350 vc,Rear end,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,2/28/2008,653,08-01036,CHILES RD,,75 FEET WEST OF MACE BLVD,,22107 CVC,Sideswipe,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,1,,,,,,,,,,,,,,,3/1/2008,500,08-01089,AMAPOLA DRIVE,,104 FEET WEST OF F ST,,22350 CVC,Rear end,,,,,,,,,,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,1,,,,,,3/4/2008,1145,08-01145,RUSSELL BLVD,CALIFORNIA,,,22350 CVC,Rear end,1,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,,,3/4/2008,1440,08-01150,RICHARDS BLVD,,50 FEET NORTH OF I-80 WB ON RAMP,,21650.1 VC,Other,1,1.0,,,,,AUTO VS. BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,3/6/2008,1307,08-01182,COWELL BLVD,,200 FEET EAST OF DREW AVE,,22350 CVC,Rear end,3,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,1,,,,,,,,,,,,,,,,,,,,,3/6/2008,1705,08-01188,COVELL BLVD,OAK AVE,,,21750 VC,Sideswipe,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,1,,,,,,,,,,,,,,,,,,,3/7/2008,837,08-01199,MACE BLVD,,15 FEET SOUTH OF SECOND ST,,22350 CVC,Rear end,,,,,,,,,,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,1,,,,,,,,,,,,,,,,,,,3/10/2008,1612,08-01257,MACE BLVD,,60 FEET NORTH OF 2ND ST,,22350 VC,Rear end,2,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,1,,,,,,,3/10/2008,1800,08-01259,RUSSELL BLVD,ARTHUR,,,21453(A) VC,Broadside,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,1,,,,,,,,,,,,,,,,,,,3/11/2008,700,08-01263,MACE BLVD,,345 FEET SOUTH OF 2ND ST,,22350 VC,Rear end,2,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,1,1,1,,,,,,,,,,1,,,,,,,,,,,3/11/2008,1019,08-01265,ANDERSON RD,VILLANOVA,,,22107 VC,Other,1,1.0,,,,,AUTO VS. BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,1,,,,,,,,,,,,3/11/2008,900,08-01266,ANDERSON RD,ALVARADO AVE,,,21800 (A) VC,Other,1,1.0,,,,,AUTO VS. BIKE,,,Bicycle,,No pedestrians involved,No controls present/factor,
,,,,,1,,,,,,,,,,,,,,,,,1,,3/11/2008,1816,08-01283,L ST,,30 FEET NORTH OF 2ND ST,,22350 VC,Broadside,,,,,,,,,,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,3/15/2008,2111,08-01368,MACE BLVD,,10 FEET NORTH OF W/B I-80 OFF RAMP,,22350 CVC,Rear end,1,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,1,,,,,,,,,,,,3/17/2008,141,08-01379,ANDERSON RD,,45 FEET NORTH OF ORIOLE,,22350 VC,Hit object,,,,,,,,,,Fixed object,STREET SIGN/FENCE,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,3/17/2008,1916,08-01394,RESEARCH PARK DR,,1/10 FEET NORTH OF RICHARDS BLVD,,21802(A) VC,Sideswipe,3,,,,,,,,,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,1,,,,,,,3/19/2008,1456,08-01430,RUSSELL BLVD,,50 FEET EAST OF LAKE BLVD,,22350 CVC,Hit object,,,,,,,,,,Fixed object,STREET SIGNS,No pedestrians involved,No controls present/factor,
,,,,,1,,,,,,,,,,,,,,,,,,,3/19/2008,1540,08-01434,MACE BLVD,2ND ST,,,22350 CVC,Rear end,1,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,1,1,,,,,,,,,,,,,,,,,,,,,3/22/2008,215,08-01482,BROWN DRIVE,,10 FEET WEST OF SYCAMORE LN,,23152(A),Hit object,,,,,,,,,,Fixed object,CONCRETE CURB,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,1,,3/22/2008,1605,08-01492,FOURTH ST,J ST,,,,Other,1,,,,,,,,,Non-collision,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,,,,1,,3/22/2008,1725,08-01495,THIRD ST,J ST,,,21802(A) VC,Other,1,1.0,,,,,AUTO VS. BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,,,,,,,,,1,,,,,3/25/2008,1450,08-01531,H ST,,50 FEET SOUTH OF 3RD ST,,22350 vc,Other,,,,,,,AUTO VS. BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,1,,,,,,,,,,1,,,,,,,,,,,,,3/26/2008,1723,08-01555,SYCAMORE LN,ALVARADO AVE,,,21801(A) VC,Other,1,1.0,,,,,AUTO/BIKE,,,Bicycle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,3/27/2008,315,08-01595,BEARDEN ST,BONNARD ST,,,23152 (A) VC,Sideswipe,,,,,,,,,,Fixed object,CURB,No pedestrians involved,Controls functioning,
,,1,1,,,,,,,1,,,,,,,,,,,,,,3/27/2008,1041,08-01598,1111 J ST,,,,23152(A),Hit object,,,,,,,,,,Fixed object,SIGN POLE,No pedestrians involved,Controls functioning,
,,,,,,,,,1,,,1,,,,,,,,,,,,3/27/2008,1136,08-01600,ANDERSON RD,,15 FEET WEST OF F ST,,22350 VC,Rear end,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,1,,,,,,,,,,,,,,1,,,1,3/28/2008,119,08-01608,FIFTH ST,,49 FEET WEST OF A ST,,23152(A),Hit object,1,,,,,,,,,Fixed object,SIGNAL POLE,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,3/30/2008,2500,08-01635,WEST COVELL BLVD,LAKE BLVD,,,,Head-on,,,,,,,,,,Fixed object,STOP SIGN,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,3/30/2008,1123,08-01639,EL CEMONTE AVE,,40 FEET SOUTH OF CHILES RD,,22350 VC,Head-on,3,,,,,,,,,Fixed object,TREE,No pedestrians involved,Controls functioning,
1,,,,,,1,,,,,,,,,,,,,1,,1,,,4/2/2008,1724,08-01705,5TH ST,,15 FEET WEST OF C ST,,21950 (A) VC,Vehicle/pedestrian,1,,,,1.0,,,,,Pedestrian,,Crossing in crosswalk-at intersection,Controls functioning,
,,,,,,,1,,,,,,,,,1,,,,,,,,4/4/2008,1559,08-01767,POLE LINE RD,,25 FEET NORTH OF E 8TH ST,,22350 VC,Rear end,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,4/5/2008,1048,08-01795,W COVELL BLVD,,200 FEET WEST OF SYCAMORE LN,,22350 VC,Rear end,1,,,,,,,,,Other motor vehicle,,No pedestrians involved,No controls present/factor,
,,,,,,,,,,,,,,,,,,,,,,,,4/5/2008,1415,08-01799,RUSSELL BLVD,OAK AVE,,,22350 VC,Rear end,,,,,,,,,,Other motor vehicle,,No pedestrians involved,Controls functioning,
,,,,,,,,,,,,,,,,,,,,,,,,4/6/2008,337,08-01805,COVELL BLVD,,199 FEET WEST OF VALDORA,,23152(A) VC,Rear end,,,,,,,,,,Other motor vehicle,,No pedestrians involved,No controls present/factor,COWELL??
